"""2001: A Space Odyssey"" is set in 2001 and the main character is HAL. A computer. That's right, a computer who talks and thinks entirely on its own. This was made in 1968 and to think by 2001 it would be conceivable that computers would talk is a joke. If this was in 3064, a talking computer that had emotions and made its own decisions would be considered just as moronic as this. There is nothing in this film that provokes any kind of emotion. It provokes two reactions and one is called: sleep. It starts with nothing, but a pitch black shot for well over two minutes. Then, the first shot we see that has some kind of lighting is ""The Dawn of Man"" sequence. So, if it's in chronological order, the blackness prior to this, is the birth of the world? <br /><br />During ""The Dawn of Man"" sequence out of no where, a huge monolith comes from out of the ground, from the sky, we'll never know where it comes from, but for one reason or another it's there. The monkeys go Apesh!t once they find this monolith that only man could have made, but that's the catch man hasn't evolved yet. So, who made it and where did it come from? What is its purpose? The monkeys find a tool. The monkeys use bones to fight an opposing group of monkeys. The monkeys with the weapons are now the dominating group because they have used their mind to gain an advantage. The more advanced monkeys, and more importantly smarter and more innovative monkeys, are the dominate group as they have taken over the watering hole.<br /><br />We quickly jump into space, millions of years later, where we see a bunch of spaceships floating around to classical music. We can see the earth, the moon, the sun, the universe and for a film made in 1968 the visual effects are stunning, but outdated. The score is legendary. The cinematography is spectacular. The editing is atrocious. There are countless shots of boxy looking space ships floating in outer space for, what feels like, an infinite amount of time. Once we board the ship there isn't much to talk about. For the next hour Kubrick shows various shots of life in outer space. Kubrick shows us the life of an astronaut, which is very boring, and we completely get the message. The spaceships interior and exterior are bulky and outdated looking. Remember what the first cell phone looked like? Me neither, but that's what the future looks like in 2001. All the characters have clothes and hairdos that resemble 1968. The chairs are decorated in bright red colors and oddly shaped because we all know, in the future, we're going to be sitting in weird looking chairs. The computer screens are hideous looking and this is obviously prior to HDTV because the clarity is atrocious. All the TV sets look like they're from 1968, so it's not all that futuristic. Like all films set more than 20 years in advance, they look terrible and unconvincing. Just because this is Kubrick, we shouldn't say, ""Well, that's how you would think it looks."" No, I wouldn't. Just, like I wouldn't think a computer would be talking to me in the year 2047. It's not going to happen and if someone made a film right now, set 30 years in time and had a talking, self thinking computer, I would laugh at the stupidity of it. Just like I did with ""2001"". <br /><br />HAL is the liveliest person, shoot I just called him a person. HAL is a computer, but he has more life than any of the muted characters in the film and he actually thinks he's alive. HAL is the only thing that's lively and he sees the humans as his maintenance men taking care of him while he does all the work. HAL ""reads"" the lips, of one of the very few conversations between Dave and Frank, and he ""sees"" that they are planning to turn him off. This is where the only dramatic part of the film enters- An ensuing battle between a red light and a guy in a spaceship trying to get into the bigger spaceship. Oh, the drama. Once HAL thinks he has the upper hand, Dave makes his way back into the spaceship, proving mans ingenuity. Dave proceeds to terminate HAL. HAL, pleads for his life as he slowly fades away, which, like everything else, seems to take forever.<br /><br />The final act is just as tedious as the first two. Once again, the monolith that the Apes found appears at the end. It comes out of nowhere, again. Then, an infant is born in a placenta-like shield overlooking the earth from space. What is Kubrick saying? Is it about transformation? Dave to an infant? Is man evolving again? Is Kubrick saying this is the end of man and the start of whatever that alien looking thing is? Maybe I'm going crazy trying figure out what this crazy director is trying to say, but the more I think about the more the beginning and the ending make sense. There are so many questions left unanswered, especially for the purpose of the monolith. If you can make it through the film it should spark some thought. <br /><br />In the end the film struggles with getting to where it wants go. The first act and the third acts are strong, but the second act meanders around, hovering in one place for what seems like eternity. There is some intriguing stuff in the film that will provoke some thought if you give it a chance. Once the start of the film makes sense the ending works much better, even if you still don't what Kubrick is trying to say, which I don't.",positive
"I didn't like this film at all! First of all,I don't know why, but everyone here says, that Clémence Poésy's play is excellent, which in my opinion is absolutely wrong! She is not like Natasha: another appearance, another character... What's worse, she is a very unexperienced actress and that's why she wasn't able to play this role! She disfigured the heroine completely! That was really disgusting to watch her play! To my mind, that would be much better to give this role to a Russian actress, because that would be much easier for her to understand the Russian soul for a Russian person. Unfortunately, Kutuzov looked like a drunk man, who hasn't shaved 2 weeks and defeated a battle in which he lost his eye...( Thank's God, in this film there're some actors, whose play was awesome! I suppose, that Alessio Boni coped with his task very well! I was pleasantly amazed! He is one of the few people who's read the book, which is very important for the play. In addition, I liked plays of our Russian actors, that was really wonderful to watch them)) The only thing I liked in this work was very beautiful views and amazing dresses! My advice is to read the book and to understand a real sense, the aim, with which Leo Tolstoy wrote this masterpiece, and maybe realize the whole idea of the book... 1 from 10",negative
"Action, violence, sex and coarse language are the things that the characters do during the whole movie. And everything they do is done without reason. Mark L. Lester is (un)known for his violent (without reason)movies (Commando, The Base). The story is weird but stupid. The actors play their stupid characters very well...I'm not telling they are stupid but I mean they are very bad actors. It's another low-budget unknown B series action movie. If you saw something like Operation Delta Force, Drive, The Patriot, Sanctuary or something like these bad movies from the same kind than Misbegotten...don't rent it...and, by the way, don't rent any of the movies I mentioned....I give it 1and a half out of5.",negative
"There were a lot of 50's sci-fi movies. They were big draws for the Drive-in theaters. A lot of them were crappy even back then. This movie and 'The Day the Earth Stood Still' stand out, and both have aged well in their own way. From the very beginning with its eerie theremin musical score (which still sounds weird since theremins are hardly ever used) Forbidden Planet takes you where no man has gone before. Speaking of Star Trek there's so much material in this film that got into Star Trek TOS its like a pilot for the series; from the interactive captain/first mate/doctor, the mad scientist, alien beings, babe in short skirt, computer intelligence; it is all de rigeur now but this was the first of its kind. Besides, it has good acting and well-done artwork which even today evokes a certain awe at the imagery. Consider how the huge Krell machine is successfully depicted with some real depth. I saw this as a kid (at a drive-in :0)when it was a new movie and it scared me. Of course every movie that was even vaguely scary did back then but I remember being real worried about the invisible monster. Forbidden Planet is a movie a sci-fi fan can watch several times and find something new with each viewing.",positive
"I saw this movie at a screener and its the best movie I have seen in a loooong time. I loved it!!!! James Franco is sooo hot and him and Sienna Miller make the perfect couple. I don't want to give away what happens but they play a pair of newlyweds who go off on their honeymoon to Niagara Falls and some pretty wild stuff happens along the way....The movie is really really funny and sad and original. I can't even say what it reminded me of, but go see it! I cried so hard but really loved it and wanna see it again as soon as it comes out! My friends cried too. I hope it comes out soon - does anyone know when? i would really go see it if i were you",positive
"I first saw Robin Hood: Men in Tights back in 1994 in the cinema. I went to see it because I always liked Robin Hood and I saw the trailer of this movie and thought it was hilarious. After I saw the movie I must say it was even better than I thought. Not only is it very funny, it's also a very well made movie with beautiful sets and costumes and a very beautiful score by Hummie Mann. The acting in the movie is also good, Cary Elwes is funny as Robin Hood and also Tracey Ullman, Richard Lewis, Mark Blankfield, David Chapelle, Amy Yasbeck, Megan Cavanagh, Eric Allan Kramer, Matthew Porretta and Mel Brooks himself are funny. But the best part in the movie is played by Roger Rees as the evil Sheriff of Rottingham. He has the best scenes in the movie and also the best dialogue (""King illegal forest to pig wild kill in it a is"", which stands for ""It is illegal to kill a wild pig in the king's forest"").He somehow mixes up all the words and speaks out a sentence that nobody understands. Robin Hood: Men in Tights is in my book one of the best Mel Brooks films to date and I can't say that I have laughed as much about a film as this one. It's just non-stop laughing.",positive
"This movie is painful. That's probably the best way to describe it. It's 93 minutes of your life that you will never be able to get back. Well, actually it's more like 86 minutes because there is no way anyone would want to sit through the credits in this stinking pile of dog feces. Immediately you can tell the movie is from the producer of ""Mortal Kombat"", due to it's thumping and annoying techno soundtrack. This drains the few laughably enjoyable moments this movie can give you. The rest is drained by the completely uninteresting and annoying characters, the ""Freddie Prinze, Jr. School of Acting"" acting abilities of all involved (including the miscast Christopher Lambert), and the non-existant directing. Did I leave anything out? Of course I did. Let's not forget about the suicide-inducing script, with it's unitentionally (??) funny dialogue. Oh, yes, and let us also talk about how they shamed the original poem with this sad and useless futuristic/medieval translation. The costumes and weapons (were those giant pizza cutters I kept seeing?!?!) are just plain stupid, that's the best way I can describe them. And the last culprit of the night is the always awful CGI. When will filmmakers learn that CGI sucks? When will we see the wonderful effects used in the 80's? Probably never, but films like this and ""Star Wars, Episode 1: The Phantom Menace"" make us wish that they would bring them back. In closing, avoid this movie like the newest Freddie Prinze, Jr. movie. Then again if you like Freddie Prinze, Jr. movies then you deserve to sit through this horrid excuse for filmmaking.",negative
"One of the last great musicals of the 60s. I was 7 years old the first time I saw this movie, and it's always been a favorite since then. The musical numbers are all memorable. In the 60s the people who were cast in musicals actually had musical talent (unlike a CERTAIN Academy Award nominated current musical based in a large midwestern city). All of the main roles were beautifully cast...Ron Moody shines as Fagin, as does Shani Wallis as Nancy. Oliver Reed was a menacing Bill Sikes (who thankfully has no musical numbers, lol), and Mark Lester as Oliver and Jack Wild as the Dodger were great too. Mark Lester comes across as an innocent waif, which was what Dickens intended when he wrote the book! Then, of course there are the dozens of dancers who perform in ""consider yourself,"" ""I'd Do Anything"" ""Who Will Buy"" and ""be Back Soon,"" many who were children! This is a great show for the whole family.",positive
"In 1979, I was a boy of 12 years old, My parents had just got the home box office which was pretty new to our neighborhood. As a 12 year old boy, this was the first time I saw boobs on television. I will never forget the joy of those times. Racing vans, the total ass-wipe with the baddest van, the water bed, the smoking of herbs, the hot 70's chicks, the 'makin love in my Chevy van song, it was all so new to me. A complete movie with all of the memories you could hope for. I own it and enjoy it about once a year. When I watch this movie, it makes me want to get my skates, with 4 wheels, not in a strait line, go to the park and hunt down some babes with feathered hair. truly great memories of young adolescence!",positive
"I HATE plane crash movies...ALL of them! In fact, I hate them all with a passion! First of all, they are cheap-looking and have no craftsmanship! Secondly, they insult the airline industry and say to the audience that all planes do is...FALL OUT OF THE SKY AND CRASH!<br /><br />Why I wince at such a film? This could happen to any of us and with worser consequences than those suffered by the characters in said movie...which is the only chilling aspect of an airline disaster yarn such as this. I hate this movie because it's like all the 50,000,000 stupid-ass airplane chaos movies before it! Freefall is like all the others: nothing more than boredom before the clichéd bullshit dramatic scenes take place. <br /><br />First, off we have same cast of retards on this flying death trap: The Cleaver-esquire family of three, the yuppie baastard, and the bitch of a flight attendant complete with a big blond hairdo from 1987 scolding anyone who is the least bit frightened! <br /><br />My second gripe is this shouldn't be a full-length movie, but a documentary explaining everything about the Air Canada ""Gimbli Glider"" incident a.k.a ""Freefall"" right down to the safety precautions.<br /><br />My third and final gripe is with all airline films of this caliber(with the exception of Fearless) Why the hell did the male steward instruct the passengers to remove there shoes? (I could understand high heels and sharp, loose objects, but c'mon!)Like that's gonna' make them any more f#*king safer than they are now! This plane if they(the passengers) didn't know any better: knew they were going to crash land. Why would you force 100 injured people down a rubber slide that can cause skin to peel and bleed on impact only to walk in their stocking feet on a debris field! Does this make any sense to anyone?<br /><br />Fearless and the hit ABC series ""Lost"" had more depth and realism to air disaster than just ""plane malfunctions-people panic-stewards become assholes-plane lands without wheels in a field-people wander without shoes and jackets, etc. The same old crap from Airport 1975! Freefall was so typical of a air-crash movie that I almost expect to see either Charlton Heston or Peter Graves burst into the damn passenger cabin at any moment. Could we at least see how these poorly-acted characters go back to normalcy instead of people rejoicing amidst the impending tragedy that is staring in front of them? Typical moronic Lifetime movie! Cheap and Stupid! <br /><br />The director of ""Freefall"" should stick to cheap made-for-TV movies with white middle-aged women with stupid teenage kids who do drugs and have marital problems. As for suspense...leave it to the professionals...you hack! Why should we the audience sit through over an hour and a half of this Airport wannabe rehash. I hope to god they don't make plane crash movies like this anymore. If this were like the ABC series ""Lost"" then it would be something to watch. But this is utter crap and then some. Stop turning every plane disaster movie into ""Airport 1975""! This is not ""Airport"" this is cheap pathetic waste of my time. I would not recommend this movie or any made-for-TV air disaster movie to anyone not even my worst enemies.",negative
"Good (not great) little horror film with a high ""creep"" factor (not to be confused with a 1991 movie by the same name, or the more recent (2001) Campfire STORIES). Central tale of stranded teens telling ghost stories around a campfire in spooky woods nicely leads into, and ties together the different stories that make up the bulk of the movie (Watch for Ron Livingston (Office Space, Band of Brothers) and Jennifer MacDonald in a spirited, sexy segment (""The Honeymoon"")). Solid acting and a few truly ""scary"" moments make this an above-average chiller. Good example of interesting story line, coupled with quality ensemble acting resulting in a whole greater than the sum of its parts. ""Surprise"" ending of the main story adds nice creepy twist, although some may see it coming. Movie is not available on DVD, but can be found on VHS.",positive
"Colleges, High Schools, Fraternities and Sororities have been the most popular stalking grounds for maniacal madmen since the slasher cycle first became a popular cinema culture throughout the late seventies. Even backwoods cabins and campsites have rode shotgun to the amount of massacres that have taken place on campuses since Halloween categorised the genre as a cult horror category. From early entries like To all a Good Night right up until the big budgeted schlock of titles like Urban Legend or Schools Out, there's usually always been a campus slasher lurking somewhere in the pipeline. Despite being picked up by Troma - the titans of B movie badness  Splatter University was heavily panned upon release and never really found an audience. Even notorious hack and slash websites like HYSTERIA-LIVES have written off Richard Haines' splatter yarn as one of the worst of the early eighties boom. I always approach criticised movies optimistically because there's often the chance than a few bad reviews can be unfairly contagious like a dose of the flu, which crowds the judgement of certain authors.<br /><br />It begins in traditional fashion at the place where any maniac worth his salts emerges. Yep you guessed it  an insane asylum! It seems that one of the inmates has decided that he's unhappy with the level of service at the institution and therefore he's looking to take his business elsewhere. The unseen nut-job makes his break after stabbing an unfortunate orderly where the sun certainly doesn't shine. He obviously favours the dress sense of the murdered worker, so he takes the liberty of borrowing his uniform, blood stained trousers and all!<br /><br />Three years later, we transfer to St Trinians College, an educational establishment that is controlled by catholic priests. A teacher is busy after hours marking her students work when all of a sudden there's a knock at the door. Before she has a chance to find out what the unseen visitor wants, he stabs her in the chest with a kitchen knife and she falls to the floor in a bloody heap. This of course means that there's a vacancy at the university and so we're introduced to Julie Parker (Francine Forbes), the lovable replacement for the recently departed lecturer. It seems that her arrival has inadvertently given the resident maniac all the motivation that he needs to go on a no holds barred slaughter-thon. Before long students and teachers alike are dropping like flies to the camera shy menace as he stalks the corridors and local areas armed with an exceptionally large blade. Suspicious suspects abound, but can professor Parker solve the mystery of the campus murderer before she becomes just another statistic? <br /><br />I'm not precisely sure how many versions of this movie are available. The UK altered video was released under the alias of Campus Killings, but the US copy that I own states that it's the complete unedited edition, which could mean that there is a censored print floating about somewhere? I'd be fairly surprised if that was the case as Splatter University certainly isn't as gore-delicious as the hyperbole packaging would lead you to believe. One or two litres of corn syrup certainly don't stand up to gore hound's scrutiny when compared to the likes of Blood Rage or Pieces, so in this instance the movie is somewhat over hyped. One thing that many critics have failed to mention is the charming lead performance from Francine Forbes, who ends up carrying the entire picture on her shoulders throughout the 79-minute running time. Despite amateurish direction from Richard Haines she still unveils some magnificent potential that should have lead to the chance of another stab at serious acting under a more accomplished helmer. Unfortunately that possibility never came, and bottom of the barrel bombs like Death Ring and Splitz certainly didn't help to nurture a talent that could have improved dramatically under the right scholarship.<br /><br />The rest of the cast members were par for the course of movie obscurity, especially the wooden plank teenagers who for some strange reason acted like they were auditioning for a remake of Grease or The Wanderers. The bog standard point and shoot direction couldn't have helped to build much confidence in the project and the fact that the few signs of potential were undermined by the clumsy handling of the script writer left the feature effectively unredeemable. Perhaps the only claim of originality to be found in Haines' slasher is the brave attempt for the contrasting conclusion. Let's just say that it's not a final that I was expecting to witness in a movie that was so typical of the cycle.<br /><br />At one point in the runtime, one of the teens says, ""Man that Parker bores me to tears"" Well the same can be said for Splatter University, which never lifts the pace above slow motion. With that said though, Francine Forbes made for a delectable scream queen and undoubtedly one that I would have paid to watch again in a similar role. So that pretty much sums up this un-troma-tising ride. Slow paced, shoddy but still strangely alluring; you'd have to be especially forgiving to give it a chance",negative
"Well i do disagreed with the other comment posted. Piedras is much much better them Magnolia or any of the other films that were mentioned.<br /><br />specially about non real characters, i think that someone just wrote that only because he never lived in the Spanish society like i did (and i'm not Spanish), is a very real film with real characters, very well done by one of the best Spanish actress Antonia San Juan.<br /><br />about be a European film in contrast with an American film, well we different societies, personally i dislike American modern films a lot (i like the classics and some of the Andy American films but they are very few).<br /><br />Is a film about the continuous Constitution of a person, liked or not we all make mistakes but some can learn about the mistakes.",positive
"The plot is very basic, but acceptable: A young US soldier, having studied Asian martial arts, puts this to good use in defence of the general's daughter and falls in love with her. Unfortunately, the three main acting parties' (soldier, girl, rebels) combined IQ amounts to 3: One point for the soldier, one for the girl, a large number of Ninja fighters have to share the third point among them to be able to lose against the former two.",negative
"Not to be mistaken as the highly touted Samuel L. Jackson vehicle SNAKES ON A PLANE; SNAKES ON A TRAIN is low budget, features no actors(to speak of), but some pretty decent visual effects. An attractive young woman(Julia ""Rayanne"" Ruiz)does not want to marry someonelse's choice for her husband; so she is put under a powerful Mayan curse that has snakes hatching inside her body, slowly devouring from the inside out. Her only hope for survival is a shaman who lives across the border in Texas. Time is running out for her; and she is put on a train from El Paso to Los Angeles. Before long the snakes are leaving her pain wrecked body and rapidly growing in size. The passengers aboard the train are now trapped and soon to be snacks for the snakes. The finale sequence is no doubt the best of this 91 minute flick. Also receiving acting credit are: Alby Castro, Al Galvez and Giovanni Bejarno.",negative
"Eyes of the Werewolf (1999) is a really bad movie. The premise was real good but the overall execution was just terrible. I wished the filmmakers would have taken their time with this project instead of rushing it into production. Some blind dude gets some new eyes, bad thing is that they belong to a mean old werewolf. Nasty things begins to happen to the dude as he turns into a cheesy looking creature. Can he find a cure before his hot girlfriend finds out? Who is that weird little troll who helps him out and what's up with that female cop? If you really want to find out, check out Eyes of the Werewolf!<br /><br />Not a bad idea for a movie. I just wished the filmmakers would have spent a lot for time in pre-production before they decided to shoot the movie.",negative
